Использование памяти (RSS): 306.98 MB
Использование CPU: 0.00%

         190403 function calls (179442 primitive calls) in 2.577 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
        5    0.000    0.000    0.000    0.000 threading.py:884(__init__)
      180    0.000    0.000    0.000    0.000 options.py:33(__init__)
        6    0.000    0.000    0.000    0.000 context.py:1617(_initialize_physical_devices)
       19    0.000    0.000    0.000    0.000 __init__.py:58(get)
       55    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInput}
        5    0.000    0.000    0.000    0.000 _finfo.py:363(__new__)
        1    0.000    0.000    0.000    0.000 array_slicing.py:349(convert_to_sliceable)
        1    0.000    0.000    0.000    0.000 thread.py:183(_adjust_thread_count)
        1    0.000    0.000    0.000    0.000 __init__.py:1011(handle)
      165    0.000    0.000    0.000    0.000 {method 'SerializeToString' of 'google._upb._message.Message' objects}
       63    0.000    0.000    0.000    0.000 ops.py:4279(_snapshot_colocation_stack_metadata)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
      177    0.000    0.000    0.000    0.000 ops.py:4321(_distribution_strategy_stack)
      499    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 nest.py:1188(yield_flat_paths)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      149    0.000    0.000    0.000    0.000 export.py:36(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1335(_get_handles)
       39    0.000    0.000    0.000    0.000 op_def_library.py:104(_Flatten)
        4    0.000    0.000    0.000    0.000 concrete_function.py:120(__init__)
       46    0.000    0.000    0.000    0.000 errors_impl.py:284(__init__)
       63    0.000    0.000    0.000    0.000 ops.py:3804(_control_dependencies_for_inputs)
      426    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       39    0.000    0.000    0.000    0.000 func_graph.py:1134(device_stack_has_callable)
        6    0.000    0.000    0.000    0.000 threading.py:323(wait)
       63    0.000    0.000    0.000    0.000 ops.py:3838(_record_op_seen_by_control_dependencies)
       46    0.000    0.000    0.000    0.000 auto_control_deps_utils.py:108(<genexpr>)
      141    0.000    0.000    0.000    0.000 object_identity.py:183(<genexpr>)
        3    0.000    0.000    0.000    0.000 function_type.py:592(add_type_constraints)
       63    0.000    0.000    0.000    0.000 context.py:1605(op_callbacks)
       22    0.000    0.000    0.000    0.000 subprocess.py:218(Close)
       10    0.000    0.000    0.000    0.000 layer.py:383(input_spec)
       86    0.000    0.000    0.000    0.000 ops.py:207(uid)
       39    0.000    0.000    0.000    0.000 op_def_library.py:350(_ExtractOutputStructure)
      374    0.000    0.000    0.000    0.000 object_identity.py:239(__iter__)
      153    0.000    0.000    0.000    0.000 function_type.py:195(parameters)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(emit)
       26    0.000    0.000    0.000    0.000 distribute_lib.py:706(_get_default_replica_mode)
       12    0.000    0.000    0.000    0.000 dataset.py:506(size)
        3    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       18    0.000    0.000    0.000    0.000 function_type.py:154(__hash__)
      235    0.000    0.000    0.000    0.000 global_state.py:11(set_global_attribute)
       61    0.000    0.000    0.000    0.000 tf_decorator.py:179(_get_bound_instance)
       18    0.000    0.000    0.000    0.000 conversion.py:95(<genexpr>)
      136    0.000    0.000    0.000    0.000 ops.py:4264(_colocation_stack)
      107    0.000    0.000    0.000    0.000 name_scope.py:18(__init__)
       13    0.000    0.000    0.000    0.000 nest_util.py:1137(yield_flat_up_to)
      249    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       11    0.000    0.000    0.000    0.000 monitoring.py:143(get_cell)
       28    0.000    0.000    0.000    0.000 tensor_shape.py:1167(is_subtype_of)
      182    0.000    0.000    0.000    0.000 base.py:423(_lookup_dependency)
        4    0.000    0.000    0.000    0.000 structure.py:251(<lambda>)
       17    0.000    0.000    0.000    0.000 attrs.py:269(__contains__)
    68/25    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        9    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextGetFunctionDef}
       69    0.000    0.000    0.000    0.000 {built-in method optree._C.is_leaf}
       14    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
      335    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        2    0.000    0.000    0.000    0.000 data_structures.py:392(append)
       37    0.000    0.000    0.000    0.000 naming.py:13(uniquify)
       13    0.000    0.000    0.000    0.000 typing.py:1933(_proto_hook)
       38    0.000    0.000    0.000    0.000 dataset.py:485(shape)
      188    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
      701    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       12    0.000    0.000    0.000    0.000 legacy_h5_format.py:622(_legacy_weights)
       15    0.000    0.000    0.000    0.000 conversion.py:33(_is_of_known_loaded_module)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.000    0.000 context.py:2318(_create_context)
       25    0.000    0.000    0.000    0.000 context.py:2541(eager_mode)
      102    0.000    0.000    0.000    0.000 traceable_stack.py:127(peek_objs)
        1    0.000    0.000    0.000    0.000 wave.py:248(initfp)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        5    0.000    0.000    0.000    0.000 tensor.py:1175(_from_compatible_tensor_list)
       63    0.000    0.000    0.000    0.000 lock_util.py:73(group)
        7    0.000    0.000    0.000    0.000 data_structures.py:907(_track_value)
        9    0.000    0.000    0.000    0.000 serialization.py:331(class_and_config_for_serialized_keras_object)
        1    0.000    0.000    0.000    0.000 context.py:600(_initialize_logical_devices)
       10    0.000    0.000    0.000    0.000 layer_utils.py:114(invalidate_all)
    25/13    0.000    0.000    0.000    0.000 nest_util.py:1171(_tf_core_yield_flat_up_to)
       50    0.000    0.000    0.000    0.000 group.py:34(__init__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       37    0.000    0.000    0.000    0.000 variables.py:247(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_ListPhysicalDevices}
       44    0.000    0.000    0.000    0.000 variables.py:164(validate_synchronization_aggregation_trainable)
        2    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
       63    0.000    0.000    0.000    0.000 ops.py:4235(_snapshot_device_function_stack_metadata)
        2    0.000    0.000    0.000    0.000 subprocess.py:576(list2cmdline)
       46    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       11    0.000    0.000    0.000    0.000 capture_container.py:310(capture_types)
       24    0.000    0.000    0.000    0.000 selections.py:275(broadcast)
      149    0.000    0.000    0.000    0.000 api_export.py:13(register_internal_serializable)
     10/2    0.000    0.000    0.000    0.000 nest.py:542(map_structure)
        7    0.000    0.000    0.000    0.000 monitoring.py:199(get_cell)
       24    0.000    0.000    0.000    0.000 ops.py:3056(op_def_for_type)
      394    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 distribute_lib.py:380(__init__)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:3400(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1540(replace)
       47    0.000    0.000    0.000    0.000 context.py:2535(graph_mode)
     11/2    0.000    0.000    0.000    0.000 nest_util.py:967(map_structure)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:600(__subclasscheck__)
       57    0.000    0.000    0.000    0.000 control_flow_util.py:262(CheckInputFromValidContext)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       91    0.000    0.000    0.000    0.000 nest_util.py:324(_tf_core_yield_sorted_items)
        1    0.000    0.000    0.000    0.000 context.py:461(__init__)
      189    0.000    0.000    0.000    0.000 _parser.py:261(get)
       47    0.000    0.000    0.000    0.000 {built-in method FromString}
      275    0.000    0.000    0.000    0.000 tensor_shape.py:204(__init__)
       10    0.000    0.000    0.000    0.000 initializer.py:63(from_config)
      435    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
       12    0.000    0.000    0.000    0.000 variables.py:547(shape_equal)
     1086    0.000    0.000    0.000    0.000 inspect.py:2792(name)
     10/9    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
     1134    0.000    0.000    0.000    0.000 inspect.py:2804(kind)
        2    0.000    0.000    0.000    0.000 files.py:283(attrs)
        1    0.000    0.000    0.000    0.000 array_slicing.py:368(convert_single_array)
     10/2    0.000    0.000    0.000    0.000 nest_util.py:1075(_tf_core_map_structure)
       20    0.000    0.000    0.000    0.000 distribute_lib.py:578(get_strategy_and_replica_context)
       42    0.000    0.000    0.000    0.000 layer.py:759(input_dtype)
       88    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        5    0.000    0.000    0.000    0.000 device_spec.py:145(from_string)
        1    0.000    0.000    0.000    0.000 range_op.py:1(<module>)
       24    0.000    0.000    0.000    0.000 selections.py:112(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
        2    0.000    0.000    0.000    0.000 array_data_adapter.py:360(can_convert_arrays)
        1    0.000    0.000    0.000    0.000 atomic_function.py:185(cached_definition)
       61    0.000    0.000    0.000    0.000 nest_util.py:310(_tf_core_yield_value)
    24/12    0.000    0.000    0.000    0.000 base.py:528(__get__)
       14    0.000    0.000    0.000    0.000 object_identity.py:220(add)
        2    0.000    0.000    0.000    0.000 type_spec.py:190(<genexpr>)
       18    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
      297    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       18    0.000    0.000    0.000    0.000 dtype_policy.py:60(__init__)
       14    0.000    0.000    0.000    0.000 variables.py:183(_validate_shape)
        1    0.000    0.000    0.000    0.000 __init__.py:274(load)
      121    0.000    0.000    0.000    0.000 ops.py:6078(is_auto_dtype_conversion_enabled)
       86    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_UID}
       37    0.000    0.000    0.000    0.000 distribution_lib.py:823(distribution)
      656    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        7    0.000    0.000    0.000    0.000 layer.py:769(supports_masking)
      443    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 random_initializers.py:358(__init__)
       36    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsMutableMapping}
      115    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 thread.py:53(run)
       63    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetOpStackTrace}
       63    0.000    0.000    0.000    0.000 encoder.py:414(_iterencode)
        1    0.000    0.000    0.000    0.000 context.py:1371(function_call_options)
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
       38    0.000    0.000    0.000    0.000 tensor.py:893(__hash__)
       69    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       10    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       41    0.000    0.000    0.000    0.000 tracking.py:10(__enter__)
        8    0.000    0.000    0.000    0.000 capture_container.py:293(_recompute_cached_properties)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       32    0.000    0.000    0.000    0.000 filters.py:309(get_filters)
        8    0.000    0.000    0.000    0.000 capture_container.py:66(__init__)
       12    0.000    0.000    0.000    0.000 dataset.py:654(_is_empty)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:694(_get_default_replica_context)
       65    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewBuffer}
        1    0.000    0.000    0.000    0.000 base_optimizer.py:207(build)
       15    0.000    0.000    0.000    0.000 conversion.py:37(<genexpr>)
       11    0.000    0.000    0.000    0.000 dataset_ops.py:639(_flat_types)
       39    0.000    0.000    0.000    0.000 ops.py:5171(_get_graph_from_inputs)
        4    0.000    0.000    0.000    0.000 func_graph.py:1157(check_func_mutation)
        1    0.000    0.000    0.000    0.000 from_tensors_op.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:616(set)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 group.py:508(__contains__)
      389    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1645(makeRecord)
       12    0.000    0.000    0.000    0.000 tensor_shape.py:1453(__eq__)
      4/2    0.000    0.000    0.000    0.000 threading.py:1001(run)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:287(getcallargs)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 files.py:111(make_fapl)
       19    0.000    0.000    0.000    0.000 serialization_lib.py:744(_retrieve_class_or_fn)
       56    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.GetOperationInputs}
       75    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        8    0.000    0.000    0.000    0.000 device_spec.py:107(__init__)
       12    0.000    0.000    0.000    0.000 structure.py:309(get_flat_tensor_types)
       56    0.000    0.000    0.000    0.000 dataset_ops.py:5182(_resource_resolver)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
       25    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       82    0.000    0.000    0.000    0.000 python_utils.py:14(is_default)
        1    0.000    0.000    0.000    0.000 zip_op.py:1(<module>)
        5    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        7    0.000    0.000    0.000    0.000 functional.py:157(layers)
        1    0.000    0.000    0.000    0.000 sequence.py:1(<module>)
      293    0.000    0.000    0.000    0.000 _parser.py:240(__next)
        2    0.000    0.000    0.000    0.000 nest_util.py:584(_tf_data_packed_nest_with_indices)
        4    0.000    0.000    0.000    0.000 func_graph.py:1141(has_mutation)
        5    0.000    0.000    0.000    0.000 random_initializers.py:249(__init__)
      116    0.000    0.000    0.000    0.000 ops.py:2208(_variable_creator_stack)
        1    0.000    0.000    0.000    0.000 __init__.py:298(__init__)
       22    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsResourceVariable}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
       18    0.000    0.000    0.000    0.000 dtype_policy.py:68(_parse_name)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 text.py:234(texts_to_matrix)
        9    0.000    0.000    0.000    0.000 tensor_util.py:374(_AssertCompatible)
       46    0.000    0.000    0.000    0.000 layer.py:741(variable_dtype)
      293    0.000    0.000    0.000    0.000 {method 'HasField' of 'google._upb._message.Message' objects}
       32    0.000    0.000    0.000    0.000 files.py:316(mode)
       47    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       92    0.000    0.000    0.000    0.000 context.py:1089(scope_name)
        1    0.000    0.000    0.000    0.000 functional.py:277(_standardize_inputs)
        1    0.000    0.000    0.000    0.000 array_slicing.py:409(is_non_floatx_float)
        3    0.000    0.000    0.000    0.000 type_dispatch.py:75(dispatch)
       66    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
       18    0.000    0.000    0.000    0.000 serialization_lib.py:294(serialize_with_public_class)
       27    0.000    0.000    0.000    0.000 object_registration.py:49(__enter__)
       56    0.000    0.000    0.000    0.000 control_flow_util.py:78(IsInWhileLoop)
      138    0.000    0.000    0.000    0.000 {method 'CopyFrom' of 'google._upb._message.Message' objects}
      284    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       10    0.000    0.000    0.000    0.000 ops.py:3758(__enter__)
       54    0.000    0.000    0.000    0.000 tracking.py:138(__init__)
        6    0.000    0.000    0.000    0.000 ops.py:4365(device)
       15    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
       12    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
       63    0.000    0.000    0.000    0.000 encoder.py:278(_iterencode_list)
        8    0.000    0.000    0.000    0.000 ag_logging.py:134(log)
       11    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
      239    0.000    0.000    0.000    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
        1    0.000    0.000    0.000    0.000 optree_impl.py:84(map_structure_up_to)
       24    0.000    0.000    0.000    0.000 layer.py:629(weights)
        4    0.000    0.000    0.000    0.000 type_dispatch.py:49(add_target)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:265(getfullargspec)
        1    0.000    0.000    0.000    0.000 copy.py:61(copy)
       72    0.000    0.000    0.000    0.000 context.py:336(pop)
      3/2    0.000    0.000    0.000    0.000 saving_utils.py:189(_deserialize_nested_config)
       69    0.000    0.000    0.000    0.000 config_lib.py:46(get_action)
       36    0.000    0.000    0.000    0.000 layer.py:1485(_maybe_reset_call_context)
        1    0.000    0.000    0.000    0.000 __init__.py:2021(basicConfig)
        5    0.000    0.000    0.000    0.000 random_ops_util.py:58(convert_alg_to_int)
        1    0.000    0.000    0.000    0.000 flat_map_op.py:1(<module>)
       65    0.000    0.000    0.000    0.000 context.py:1099(device_name)
        7    0.000    0.000    0.000    0.000 seed_generator.py:130(make_default_seed)
        6    0.000    0.000    0.000    0.000 nest_util.py:377(_tf_data_yield_value)
        1    0.000    0.000    0.000    0.000 text.py:1(<module>)
       37    0.000    0.000    0.000    0.000 backprop.py:156(_must_record_gradient)
       12    0.000    0.000    0.000    0.000 layer.py:650(trainable_weights)
       46    0.000    0.000    0.000    0.000 errors_impl.py:66(__init__)
      157    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       80    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
        6    0.000    0.000    0.000    0.000 context.py:2292(__exit__)
      146    0.000    0.000    0.000    0.000 ops.py:3268(_name_stack)
       13    0.000    0.000    0.000    0.000 shape_util.py:42(maybe_set_static_shape)
        8    0.000    0.000    0.000    0.000 ag_logging.py:117(has_verbosity)
       10    0.000    0.000    0.000    0.000 variables.py:206(value)
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      4/2    0.000    0.000    0.000    0.000 subprocess.py:1598(_readerthread)
        1    0.000    0.000    0.000    0.000 callback_list.py:210(_on_predict_batch_end)
        2    0.000    0.000    0.000    0.000 context.py:2680(execution_mode)
       12    0.000    0.000    0.000    0.000 inspect.py:2892(args)
        4    0.000    0.000    0.000    0.000 monitoring.py:359(get_cell)
       39    0.000    0.000    0.000    0.000 op_def_library.py:383(_CheckOpDeprecation)
        7    0.000    0.000    0.000    0.000 functional.py:195(build)
        5    0.000    0.000    0.000    0.000 _iinfo.py:32(__init__)
        1    0.000    0.000    0.000    0.000 optree_impl.py:247(_map_structure_with_path_up_to)
      193    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       40    0.000    0.000    0.000    0.000 tensor.py:251(__getattr__)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:64(on_predict_batch_end)
        1    0.000    0.000    0.000    0.000 lazy_loader.py:34(__init__)
       10    0.000    0.000    0.000    0.000 ops.py:3768(__exit__)
      134    0.000    0.000    0.000    0.000 _parser.py:176(append)
        8    0.000    0.000    0.000    0.000 tensor_util.py:240(GetNumpyAppendFn)
        1    0.000    0.000    0.000    0.000 function_type.py:372(unpack_inputs)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        5    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
      105    0.000    0.000    0.000    0.000 op_def_library.py:100(_IsListValue)
        8    0.000    0.000    0.000    0.000 ag_logging.py:110(get_verbosity)
        1    0.000    0.000    0.000    0.000 progbar_logger.py:88(_update_progbar)
     11/8    0.000    0.000    0.000    0.000 wave.py:167(read)
       91    0.000    0.000    0.000    0.000 function_type.py:108(type_constraint)
       10    0.000    0.000    0.000    0.000 layer.py:1310(_track_variable)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetHandleShapeAndType}
      120    0.000    0.000    0.000    0.000 ops.py:2677(<genexpr>)
        3    0.000    0.000    0.000    0.000 wave.py:107(__init__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:672(_proto_hook)
       22    0.000    0.000    0.000    0.000 dtypes.py:216(is_subtype_of)
      585    0.000    0.000    0.000    0.000 context.py:2360(context_safe)
       66    0.000    0.000    0.000    0.000 ops.py:1906(name_from_scope_name)
        4    0.000    0.000    0.000    0.000 tensor.py:440(set_shape)
       10    0.000    0.000    0.000    0.000 selections.py:236(expand_shape)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 random_initializers.py:11(__init__)
        1    0.000    0.000    0.000    0.000 audio_segment.py:179(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
      141    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      474    0.000    0.000    0.000    0.000 inspect.py:3085(parameters)
      113    0.000    0.000    0.000    0.000 traceable_stack.py:135(__len__)
       57    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationName}
        5    0.000    0.000    0.000    0.000 lock_util.py:52(__init__)
        6    0.000    0.000    0.000    0.000 function_type.py:448(__eq__)
       72    0.000    0.000    0.000    0.000 config_lib.py:29(matches)
       56    0.000    0.000    0.000    0.000 auto_control_deps.py:159(collective_manager_ids_from_op)
        3    0.000    0.000    0.000    0.000 function_type_utils.py:502(_get_variable_specs)
        8    0.000    0.000    0.000    0.000 tf_logging.py:246(vlog)
      147    0.000    0.000    0.000    0.000 tensor_shape.py:892(rank)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1415(get_variable_scope)
       12    0.000    0.000    0.000    0.000 dataset.py:648(_extent_type)
        1    0.000    0.000    0.000    0.000 audio_segment.py:135(fix_wav_headers)
      123    0.000    0.000    0.000    0.000 ops.py:5730(__init__)
      169    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 device.py:45(canonical_name)
       11    0.000    0.000    0.000    0.000 execute.py:177(make_type)
        7    0.000    0.000    0.000    0.000 variable_utils.py:37(_convert_resource_variable_to_tensor)
        1    0.000    0.000    0.000    0.000 concatenate_op.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 structure.py:365(to_batched_tensor_list)
        7    0.000    0.000    0.000    0.000 random.py:332(randint)
       57    0.000    0.000    0.000    0.000 json_utils.py:65(_decode_helper)
        6    0.000    0.000    0.000    0.000 context.py:2552(device)
        3    0.000    0.000    0.000    0.000 atomic_function.py:286(__del__)
       87    0.000    0.000    0.000    0.000 tf_decorator.py:187(_has_tf_decorator_attr)
        1    0.000    0.000    0.000    0.000 trainer.py:903(convert_to_np_if_not_ragged)
       31    0.000    0.000    0.000    0.000 op_def_library.py:37(_Attr)
       21    0.000    0.000    0.000    0.000 handle_data_util.py:36(get_handle_data)
        1    0.000    0.000    0.000    0.000 callback_list.py:81(_add_default_callbacks)
        1    0.000    0.000    0.000    0.000 polymorphic_function.py:199(called_with_tracing)
      211    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        3    0.000    0.000    0.000    0.000 api.py:624(do_not_convert)
        8    0.000    0.000    0.000    0.000 attributes.py:158(parse_func_attrs)
        8    0.000    0.000    0.000    0.000 <frozen os>:808(getenv)
        8    0.000    0.000    0.000    0.000 tensor_util.py:232(GetFromNumpyDTypeDict)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:941(__getitem__)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1402(get_variable_scope_store)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_exists}
      126    0.000    0.000    0.000    0.000 traceable_stack.py:131(peek_traceable_objs)
       18    0.000    0.000    0.000    0.000 serialization.py:42(_shared_object_loading_scope)
       62    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
        7    0.000    0.000    0.000    0.000 dtype_policy.py:180(from_config)
        1    0.000    0.000    0.000    0.000 ops.py:549(set_shape)
        1    0.000    0.000    0.000    0.000 wave.py:356(readframes)
       24    0.000    0.000    0.000    0.000 nest_util.py:159(is_namedtuple)
        1    0.000    0.000    0.000    0.000 thread.py:126(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 audio_segment.py:92(extract_wav_headers)
       37    0.000    0.000    0.000    0.000 tracking.py:175(clear)
       10    0.000    0.000    0.000    0.000 func_graph.py:402(control_dependencies)
        3    0.000    0.000    0.000    0.000 type_spec.py:167(make_supertype_attribute)
       36    0.000    0.000    0.000    0.000 ag_ctx.py:28(_control_ctx)
       10    0.000    0.000    0.000    0.000 tensor.py:351(_record_tape)
       10    0.000    0.000    0.000    0.000 variables.py:300(regularizer)
       55    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedOrComposite}
      501    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        2    0.000    0.000    0.000    0.000 metric.py:92(__init__)
        3    0.000    0.000    0.000    0.000 op_def_library.py:197(_MakeShape)
       20    0.000    0.000    0.000    0.000 record.py:81(record_operation)
       79    0.000    0.000    0.000    0.000 data_structures.py:384(_name_element)
      566    0.000    0.000    0.000    0.000 inspect.py:2796(default)
       56    0.000    0.000    0.000    0.000 serialization_lib.py:62(in_safe_mode)
        8    0.000    0.000    0.000    0.000 options.py:52(__setattr__)
       37    0.000    0.000    0.000    0.000 tracking.py:282(clear)
        4    0.000    0.000    0.000    0.000 _dtype.py:346(_name_get)
        5    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
       12    0.000    0.000    0.000    0.000 selections.py:222(array_shape)
        5    0.000    0.000    0.000    0.000 tensor_util.py:172(SlowAppendIntArrayToTensorProto)
        3    0.000    0.000    0.000    0.000 trainer.py:33(distribute_strategy)
      126    0.000    0.000    0.000    0.000 lock_util.py:106(<genexpr>)
       10    0.000    0.000    0.000    0.000 object_identity.py:250(_wrap_key)
       63    0.000    0.000    0.000    0.000 tracking.py:123(is_in_store)
      143    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:567(__exit__)
       34    0.000    0.000    0.000    0.000 object_registration.py:185(get_registered_object)
        1    0.000    0.000    0.000    0.000 compile_utils.py:121(__init__)
